title,address,city,state,zipcode,phone,type
TWIN LIQUOR # 7 (EFT),1000 E. 41ST ST. #210,AUSTIN,TX,78751,5124517400,Package
BUCKEYE LIQUOR #14,104 N. STEMMONS,LAKE DALLAS,TX,75065,9403214723,Package
BEER BARN,307 W. HUNDLEY DR,LAKE DALLAS,TX,75065,9403214400,Package
KROGER #456,2709 CROSS TIMBERS,FLOWER MOUND,TX,75028,9723550997,Package
KROGER #583,2240 FM 407,HIGHLAND VILLAGE,TX,75077,9723175662,Package
FOSSIL CREEK LIQUORS,304 SWISHER RD,LAKE DALLAS,TX,75065,9404984888,Package
KROGER #585,1101 FLOWER MOUND RD,FLOWER MOUND,TX,75028,4696715770,Package
SPEC'S #112,2510 HWY 281 N STE 201,MARBLE FALLS,TX,78654,8306934930,Package
AGNEW GROCERY,2863 OLD OLYMPIC HWY,PORT ANGELES,WA,98362,3604522466,Package
SPECIAL EVENT,3166 COUGAR LANE SW,TUMWATER,WA,98512,3603575579,Package
QFC 50126 COLLEGE,4775 WHITMAN LN SE,LACEY,WA,98503,3604383392,Package
SAFEWAY 543,4700 YELM HWY SE,LACEY,WA,98503,3604380203,Package
BEVERAGE KIOSK #405,9 KEMAH WATERFRONT SUITE A,KEMAH,TX,77565,2815389285,Package
STUDIO MOVIE GRILL,805 TOWN & COUNTRY LANE,HOUSTON,TX,77024,2817312020,Package
KROGER #014,12605 IH 45 NORTH,WILLIS,TX,77318,9368908028,Package
KAISERHOF RESTAURANT,10630 COMMERCE ROW,MONTGOMERY,TX,77356,9364484111,Package
SPEC'S LIQUOR #18,9430 HWY 6 S,HOUSTON,TX,77083,8323273660,Package
KROGER #009,10250 HWY 6,ROSHARON,TX,77583,2814316112,Package
HEB FOOD STORE #627,530 HWY 6,SUGAR LAND,TX,77479,2814843023,Package
WHOLE FOODS MARKET #10065,143 MAPLE AVE E,VIENNA,VA,221805724,7033192000,Package
WORLD MARKET #154,45575 DULLES EASTERN PLZ,STERLING,VA,201668924,7034218323,Package
HARRIS TEETER #309,25401 EASTERN MARKETPLACE,CHANTILLY,VA,201525782,7037222126,Package
SANTORI'S LIQS (CARDINAL),3529 RIDGE RD,LANSING,IL,60438,7084740334,Package
ARCHER LIQUORS,5996 S ARCHER AVE,CHICAGO,IL,60638,7735824767,Package
AGATA VALENTINA,1505 1ST AVENUE,NEW YORK,NY,10021,2124520694,Package
UNION MARKET #1,754 / 756 UNION STREET,BROOKLYN,NY,11215,7182305152,Package
STAMMTISCH PORK STORE,69 40 MYRTLE AVENUE,FLUSHING,NY,11385,7183863014,Package
DBA,41 1ST AVENUE,NEW YORK,NY,10003,2124755097,Package
BERLIN IMPORTS,630 COMMERCE ST,THORNWOOD,NY,10594,9147690800,Package
SAVE-RITE LIQUORS,2114 RT. 35 SOUTH,OAKHURST,NJ,07755,7324938611,Package
PADDOCK LIQUORS,145 MONMOUTH ROAD,W LONG BRANCH,NJ,07764,7329639802,Package
SPIRITS UNLIMITED-BAYVILL,54 ATLANTIC CITY BLVD.,BAYVILLE,NJ,08721,7323410444,Package
WINE LEGEND-CHERRY HILL,1811 RT 70 WEST,CHERRY HILL,NJ,08034,8563171234,Package
WINE LEGEND-AUDUBON,110 N WHITE HORSE PIKE,AUDUBON,NJ,08106,8562193676,Package
KELLY'S #3-WYOMING,2270 WYOMING NE,ALBUQUERQUE,NM,87112,5052933270,Package
TRADER JOE'S #166-ABQ,8928 HOLLY AVE,ALBUQUERQUE,NM,87122,5057960311,Package
BULL MARKET,6350 SPRING AVE,FARMINGTON,NM,87402,5053273183,Package
COLONIE STAR BEVERAGE,1823 CENTRAL AVENUE,ALBANY,NY,12205,5188695579,Package
HONEST WEIGHT FOOD CO-OP,100 WATERVLIET AVENUE,ALBANY,NY,12206,5184822667,Package
SPA BRAUHAUS,200 EAST HIGH STREET,BALLSTON SPA,NY,12020,5188854311,Package
STEININGER'S,191 SOUTH MAIN STREET,SALEM,NY,12865,5188543830,Package
WEGMANS #82,675 ALBERTA DR.,AMHERST,NY,14226,7168316300,Package
WEGMANS #24 - FAIRPORT PITT/PALMRA),6600 PITTSFORD PALMYRA ROAD,FAIRPORT,NY,14450,5852234092,Package
ACME 12     BAILEY ROAD,2630 BAILEY RD.,CUYAHOGA FALLS,OH,44221,3309203141,Package
COST PLUS 109 N OLMSTED,26145 GREAT NORTHERN BLVD,NORTH OLMSTED,OH,44070,4407346053,Package
U.S. COAST GUARD,13920 WEST PARKWAY,CLEVELAND,OH,44135,2166713500,Package
HIGHLAND HOPS & VINES,544 MINER RD,HIGHLAND HTS,OH,44143,14406831338,Package
GIANT EAGLE 6537 GROVEPOR,3841 HAMILTON RD,GROVEPORT,OH,431259330,16148368258,Package
SPRY BEER AND SODA,2426 S QUEEN ST,YORK,PA,17403,7416886,Package
THE FRIDGE LLC.,534 N. MULBERRY ST.,LANCASTER,PA,17603,4906825,Package
CHRISTIANA BEER OUTLET,360 ROUTE 41,GAP,PA,17527,6105935887,Package
ROBINSON BEER & BEVERAGE,5899 STEUBENVILLE PIKE,MCKEES ROCKS,PA,15136,0,Package
BREW'S BROTHERS,315 MT LEBANON BLVD,PITTSBURGH,PA,15228,0,Package
DISCOUNT WINES & LIQUORS,149 WESTPORT AVENUE,NORWALK,CT,068510000,2038472779,Package
VILLAGE WINE & SPIRITS,455 MAIN ST,RIDGEFIELD,CT,068770000,2034315850,Package
THE WINE EMPORIUM,702 BRIDGEPORT AVE,SHELTON,CT,064840000,2039299600,Package
MT JULIET BEER COMPANY,11125 LEBANON PIKE,MT JULIET,TN,371220000,6157732124,Package
PUBLIX #1016,661 PRESIDENT PLACE,SMYRNA,TN,371675371,2201919,Package
PUBLIX #1141,460 LONG HOLLOW PIKE,GOODLETTSVILLE,TN,370720000,0,Package
HUMMER'S,2600 PARAMOUNT B2,AMARILLO,TX,79109,8063530723,Package
FROMAGGIO,14 E WAPATO WAY,MANSON,WA,98831,5096999362,Package
MUSKEGO WAREHOUSE LIQ INC.,S75W17308 JANESVILLE RD.,MUSKEGO,WI,53150 939,2626790686,Package
PAULS WINE & LIQUOR LLC,4415 W LOOMIS RD,GREENFIELD,WI,53220,4142827800,Package
SENDIK'S FOOD MARKET(GREENFIELD),7901 W LAYTON AV,GREENFIELD,WI,53220,4143299525,Package
PEKAR'S P&M LIQUOR,3080 E LAYTON AVE,ST FRANCIS,WI,53235,4144813090,Package
TRADER JOE'S #711,5600 N PORT WASHINGTON RD,GLENDALE,WI,53217,7814557331,Package
RICES LIQUORS,681 MILWAUKEE AVENUE,BURLINGTON,WI,53105,2627637585,Package
LA GRANGE GENERAL STORE,W6098 HIGHWAY 12,WHITEWATER,WI,53190,2624958600,Package
ECONO FOODS-STURGEON BAY,1250 N 14TH AVE,STURGEON BAY,WI,54235,9207438896,Package
FESTIVAL FOODS NEENAH(B),647 S GREEN BAY RD,NEENAH,WI,54956,9209999999,Package
BIGGS BEER WINE TOBACCO_2,7904 NE 6TH AVE,VANCOUVER,WA,98665,3605713255,Package
ALL AMERICAN LIQUORS,2543 MAIN ST,CROSS PLAINS,WI,53528,6087982025,Package
ALPINE LIQUOR (OREGON),905 N MAIN ST,OREGON,WI,53575,6082910490,Package
PARTY PORT WEST,2901 UNIVERSITY AVE,MADISON,WI,53705,6082332328,Package
WESTSIDE LIQUOR S&D BEER,1227 TIMBERLANE DR,SAUK CENTRE,MN,56378,3203525920,Package
MARKET WINE/SPIRITS  #331,612 S MINNESOTA AVE,ST. PETER,MN,56082,5079315541,Package
SPEC'S LIQUOR #93,280 HWY 290 WEST,BRENHAM,TX,77834,9792517043,Package
PICCADILLY BEV - PLAZA,505 S NEIL STREET,CHAMPAIGN,IL,61820,2173598777,Package
HOSS ALL AMERICAN LIQUOR,8535 STATE HWY 371,WALKER,MN,56484,2185474677,Package
WORLD MARKET # 349,2284 MLK JR. BLVD,PANAMA CITY,FL,32405,18507631366,Package
STAVE-N-HOOP INC.,342 WATER ST.,EAU CLAIRE,WI,54703,7158355756,Package
SERVICE LIQUOR EAST - WARSAW,3720 LAKE CITY HWY,WARSAW,IN,46580,5742673651,Package
GERMANFEST BEER TENT,P.O. BOX 10971,FORT WAYNE,IN,46855,2604660127,Package
LIQ BARN XPRESS#908 (CC),866 E HIGH STREET,LEXINGTON,KY,40502,18592693003,Package
CANAL'S LIQUOR (BERLIN),ROUTE 73 & HARKER AVENUE,BERLIN,NJ,08009,8567531881,Package
MONTREAL PROMENADE,1025 BEACH AVE (@MADISON),CAPE MAY,NJ,08204,6098846113,Package
MOSCOW FOOD CO-OP,221 E THIRD ST,MOSCOW,ID,83843,2088828537,Package
SUPER 1 CDA-MCINTIRE GRP,305 W KATHLEEN,COEUR D ALENE,ID,83814,2087652285,Package
FELDMANS #35,5506 SAN BERNARDO AVENUE,LAREDO,TX,78041,956,Package
KELLY'S #13-VENTANA RANCH,6531 PARADISE BLVD NW,ALBUQUERQUE,NM,87114,5058970088,Package
FROG & FIRKIN,874 E UNIVERSITY BLVD,TUCSON,AZ,85719,5206237507,Package
LK LIQUORS,2850 S ACADEMY BLVD #120,COLO SPGS,CO,80916,7194749206,Package
E & S LIQUOR,6460 E YALE AVE,DENVER,CO,80222,3037582164,Package
FADO IRISH PUB,1735 19TH ST #150,DENVER,CO,80202,3032970066,Package
MEZZALUNA RESTAURANT,624 E COOPER,ASPEN,CO,81611,9709255882,Package
FOUR SEASONS HOTEL,1080 14TH ST,DENVER,CO,80202,3033893000,Package
LOCAL SPIRITS,435 E MAIN ST,ASPEN,CO,81611,9709488269,Package
SPIRIT WORLD LIQUORS,7156 PECOS,DENVER,CO,80221,3034296023,Package
ALAMEDA CROSSING LIQUOR,542 S. CHAMBERS RD.,AURORA,CO,80017,3035640182,Package
J J LIQUORS,1711 SHERIDAN BLVD,EDGEWATER,CO,80214,3032386482,Package
PIONEER HILLS LIQ,5594 S PARKER RD,AURORA,CO,80015,7203771044,Package
OLD CHICAGO # 67- AURORA,6105 S. MAIN ST # 106,AURORA,CO,80016,3036171442,Package
BOOZE BROTHERS LIQUOR,2321 W 27TH ST. #512B,GREELEY,CO,80634,9703307989,Package
OLD CHICAGO #10,2349 W 29TH ST,GREELEY,CO,80631,9703301116,Package
WET GROCER DISC LIQUOR,202 E TOMICHI AVE,GUNNISON,CO,81230,9706415054,Package
FOOTHILLS LIQUOR,13079 W. ALAMEDA,LAKEWOOD,CO,80228,3037167525,Package
OLD CHICAGO #8,7961 S. BROADWAY,LITTLETON,CO,80122,3037945959,Package
KEN CARYL VILLAGE WINE & SPIRI,12482 W. KEN CARYL AVE.,LITTLETON,CO,80127,3039485373,Package
KEN CARYL WINE & SPIRITS,11757 W KEN CARYL AVE,LITTLETON,CO,80127,3039481178,Package
QUICK LIQUORS,1751 HOVER ST,LONGMONT,CO,80501,0,Package
PJ'S WINE & SPIRITS,665 FRONTAGE RD # 130,LONGMONT,CO,80501,3034858600,Package
CHOICE LIQUORS,680 WAPITI CT,RIFLE,CO,81650,9706258480,Package
HIGHS LIQUOR STORE,1435 E. RAINBOW,SALIDA,CO,81201,7195396636,Package
ROXY'S BOTTLE SHOP,102 EAST RAINBOW,SALIDA,CO,81201,7195394163,Package
CELLAR WINE & SPIRITS,7595 W HWY 50,SALIDA,CO,81201,0,Package
SPRING CREEK LIQUORS,617B N. MURRAY BLVD,COLO SPGS,CO,80915,7194421677,Package
HERITAGE LIQUORS (GOLDEN),750 HERITAGE RD,GOLDEN,CO,80401,0,Package
RED LION INN,304 BRIDGE ST,VAIL,CO,81657,9704767676,Package
PARADISE LIQUOR,1107 S NEVADA AVE 115,COLO SPGS,CO,80903,7196350812,Package
LIQUOR CABINET,54 RAINBOW ROAD,EAST GRANBY,CT,06026,8606533981,Package
1776 LIQUOR,597 METACOM AVE,BRISTOL,RI,028090000,4012532222,Package
ABC LIQUORS #138-00036,1845 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,7279346622,Package
ABC LIQUORS #132-08096,3110 W GANDY BLVD,TAMPA,FL,33611,75558888888799,Package
WORLD MARKET #329-44129,2415 TARPON BAY BLVD UNIT3,NAPLES,FL,34119,2395661239,Package
U.F.S. SAVINGS CENTER,1800 S.W. ADAMS ST,PEORIA,IL,61602,3096733180,Package
OLD TOWN LIQUORS,1529 BARDSTOWN RD,LOUISVILLE,KY,40204,4518591,Package
KROGER #L-356 WS,12607 SHELBYVILLE RD,LOUISVILLE,KY,40243,5021234567,Package
WEST CONCORD LIQUOR STORE,1216 MAIN STREET,CONCORD,MA,01742,9783693872,Package
RAPID LIQUORS,175 MAIN ST,STONEHAM,MA,02180,7814380595,Package
GORDON LIQUORS,599 MOODY ST,WALTHAM,MA,02451,7818942771,Package
MARTY'S BIG BUYS,103 NORTH BEACON STREET,ALLSTON,MA,02134,6177823250,Package
BUSA BROS,180B CAMBRIDGE STREET,BURLINGTON,MA,01803,7812721050,Package
CRANBERRY LIQUORS,555 MAIN ST,HARWICH,MA,026461839,5084328250,Package
R & P PACKAGE STORE,505 WEST STREET,AMHERST,MA,01002,4132539742,Package
GEORGIOS LIQUORS,446 BOSTON RD SUITE 5,BILLERICA,MA,01821,13399277587,Package
MAIN PARTY STORE,201 N MAIN ST,ANN ARBOR,MI,481041412,17347691515,Package
SUPER FINE WINE & LIQUOR,1634 HAGGERTY,CANTON,MI,48187,17348441566,Package
MEGA-BEV  BC,5570 BECKLEY RD,BATTLE CREEK,MI,490154161,2699799463,Package
BB'S LIQUOR & WINE SHOP,13595 TWENTY ONE MILE RD,UTICA,MI,48315,15862544840,Package
HARTLAND MARKETPLACE,33250 W TWELVE MILE RD,FARMINGTON HILL,MI,48334,12489940028,Package
WHOLE FOODS - ROCHESTER,2918 WALTON BLVD,ROCHESTER HILLS,MI,48309,12486522100,Package
KROGER #345,4910 I 55 N,JACKSON,MS,39211,6013626180,Package
MACS SPEED SHOP,482 N MCPHERSON CHURCH RD,FAYETTEVILLE,NC,28304,7045291300,Package
BESTWAY,2113 WALKER AVENUE,GREENSBORO,NC,274010000,3362724264,Package
LOWES-#245 14TH AVE,260 14TH AVENUE NE,HICKORY,NC,28601,82825601040000000000,Package
GRIND CAFE,136 WEST UNION STREET,MORGANTON,NC,28655,82843043430000000000,Package
LAKES LIQUORS,200 HOLMES STREET EAST,DETROIT LAKES,MN,56501,2188461180,Package
WORLD MARKET/OK 2 SIGN/FINTECH,5335 WISCON AVE N W,WASHINGTON,DC,20015,2448720,Package
LODA BIER GARTEN,251 DAUPHIN ST,MOBILE,AL,36602,2515910792,Package
KATIE'S,102 LEXINGTON PASS,PEACHTREE CITY,GA,302690000,7704874870,Package
TACO MAC,5600 ROSWELL RD STE 3,SANDY SPRINGS,GA,307100000,0,Package
BUDDY'S,1079 NORTH AVENUE,ATLANTA,GA,303070000,4045235414,Package
KROGER 463,2295 TOWNE LAKE PKWY,WOODSTOCK,GA,301880000,7705172080,Package
KROGER 667,1476 TURNER MCCALL BLVD,ROME,GA,301610000,7062908039,Package
PUBLIX SUPER MARKET #664,3535 P'TREE ROAD,ATLANTA,GA,303260000,4048480344,Package
LAGRANGE BEVERAGE OUTLET,1700 LAFAYETTE PKWY,LAGRANGE,GA,30241,7068820016,Package
KROGER 619,1524 HWY 16 WEST,GRIFFIN,GA,30223,7702297427,Package
FRISKY WHISKY,2232 VICTORY DRIVE,COLUMBUS,GA,31901,0,Package
PRESTIGE LIQUORS,6249 S. CASS AVE.,WESTMONT,IL,60559,6309639733,Package
LIQUOR BARN,267-283 E DUNDEE RD,WHEELING,IL,60090,18478770860,Package
21st Amendment #19,11640 Brooks School Rd,Fishers,IN,46038,3175955877,Package
Friendly Package Liquor#2,1622 W Jackson,Muncie,IN,47303,7652822542,Package
Papa Joe's Liq. East,4720 National Rd E,Richmond,IN,47324,7659657883,Package
MOUNTAIN LIQUORS,17610 OLD GETTYSBURG RD,EMMITSBURG,MD,217279101,3014472342,Package
SOUTH MOUNTAIN SPIRITS,1061-1063 MD AVE,HAGERSTOWN,MD,21740,3017395133,Package
LAKESIDE LIQUORS,9229-31 LAKESIDE BLVD,OWINGS MILLS,MD,21117,4105812299,Package
TICK TOCK LIQ & REST,1820 E UNIVERSI,HYATTSVILLE,MD,20783,3014348000,Package
PROST GERMAN RESTAURANT,1195 TOME HWY,PORT DEPOSIT,MD,21904,4437311889,Package
WILDWOOD WINE & SPIRITS,468 STILLWATER RD,WILLERNIE,MN,55090,6514262101,Package
BYERLY'S-WINE&SPIRIT-EAG,1299 PROMENADE PLACE,EAGAN,MN,55121,6516869669,Package
MGM- #014- E. BLOOMINGTON,629 W 98TH ST SO,BLOOMINGTON,MN,55420,9528814145,Package
MGM- #043- ROSEMOUNT,15047 CRESTONE AVE,ROSEMOUNT,MN,55068,6513227286,Package
NEWS ROOM,50 SOUTH 10TH ST.,MINNEAPOLIS,MN,55402,6123430073,Package
BIG DISCOUNT - EAGAN,3900 BEAU D'RUE DR,EAGAN,MN,55121,6514547282,Package
RODS LIQUOR,300 HOFFMAN ST WEST,CANNON FALLS,MN,55009,5072633433,Package
COUNTY LINE LIQUOR,6589 LAKE BLVD,FOREST LAKE,MN,55025,6514643223,Package
WHOLE FOODS MARKET-MPLS,222 HENNEPIN AVE,MINNEAPOLIS,MN,55401,0,Package
SWEENEY'S BAR & GRILL,96 N DALE ST,ST. PAUL,MN,55102,6512219157,Package
BOTTLE KING  PARSIPANNY,799 ROUTE 46 EAST,PARSIPPANY,NJ,070540000,9734021300,Package
PLAINSBORO WINE & LIQUOR,10 SCHALK'S CROSSING RD,PLAINSBORO,NJ,085360000,6097990989,Package
THE WINE WAREHOUSE,1700 E 2ND ST,SCOTCH PLAINS,NJ,070760000,9086346100,Package
RARITAN LIQUORS,79 MORRISTOWN RD,BERNARDSVILLE,NJ,079240000,9087660137,Package
WINE CENTRAL,177 WASHINGTON VALLEY RD.,WARREN,NJ,070600000,7325370660,Package
COLNEY DELI-PHILADELPHIA-CHESTNUT S,2047 CHESTNUT ST.,PHILADELPHIA,PA,19103,2155675250,Package
WHOLE FOODS-GLEN MILLS,475 WILMINGTON W.C PIKE,GLEN MILLS,PA,19342,6103581133,Package
KEG AND BARREL,1538  CLARK RD S,DUNCANVILLE,TX,75137,9727094805,Package
GOODY GOODY LIQUOR #9,10741 KING WILLAM DR,DALLAS,TX,752202445,2144599962,Package
FLAMINGO #2,2810 TRINITY MILLS,CARROLLTON,TX,75006,9729894254,Package
ALBERTSON'S #4101,200   FM 544 E,MURPHY,TX,75094,9724248765,Package
SUPER TARGET #2335,2025  CENTRAL N,MCKINNEY,TX,750702911,4695254974,Package
ALBERTSON'S #4105,4525  FRANKFORD RD.,DALLAS,TX,75287,9727326291,Package
ALBERTSON'S #4123,1301  CUSTER RD,PLANO,TX,75075,9724237016,Package
KING'S LIQUOR #3,2810 BERRY W.,FORT WORTH,TX,76112,8179233737,Package
SCHRICK'S LIQUOR,3215 FORT WORTH HWY.,HUDSON OAKS,TX,76087,8175940711,Package
KROGER #520,3120 UNIVERSITY DR. S.,FORT WORTH,TX,76109,8175667860,Package
LIQ-O-RAMA #1,2400 MEACHAM BLVD.,FORT WORTH,TX,761062310,8176249800,Package
HEB #631,3804 HWY. 377 E.,GRANBURY,TX,76049,8175792500,Package
TWIN LIQUORS #57,201 E. CENTRAL TEXAS EXPWY,HARKER HEIGHTS,TX,76548,2549130223,Package
ABC LIQUOR,2121 PARMAR LANE,AUSTIN,TX,78727,0,Package
COST PLUS WORLD MARKET # 100,5601 BRODIE LN. STE. 1100,SUNSET VALLEY,TX,78745,8175401829,Package
ROSEDALE MARKET,1309 W 45TH STREET,AUSTIN,TX,78756,5124842617,Package
WHISKEYTA CLUB,3709 GREGORY ST,WICHITA FALLS,TX,763081624,9406922928,Package
TEJAS SMOKE DEPOT,1639 HWY 290W.,FREDERICKSBURG,TX,78624,8309901472,Package
TEXAS WINE CELLARS,217 MAIN ST. E.  1/2,FREDERICKSBURG,TX,78624,8309908850,Package
H.E.B. PANTRY #558,701 W PARKWOOD,FRIENDSWOOD,TX,77546,2819969967,Package
MCELROY'S PUB,3607 S SANDMAN,HOUSTON,TX,77098,7135242444,Package
KROGER #300 (HENPIL),1950 EL DORADO BLVD,HOUSTON,TX,77062,2814802678,Package
KROGER #397,8011 W GRAND PARKWAY S,RICHMOND,TX,77407,2814927279,Package
GOODY GOODY LIQUOR #40,2680 HWY 6 SOUTH,HOUSTON,TX,77082,2147656853,Package
SPECS LIQUORS # 124,28595 TOMBALL PKWY,TOMBALL,TX,77007,7135268787,Package
WHOLE FOOD MKT # 10075,255 E BASSE RD STE 130,SAN ANTONIO,TX,78209,2108264676,Package
WB LIQUORS AND WINE,9801 IH 10 WEST,SAN ANTONIO,TX,78230,2106021272,Package
WB LIQUORS & WINE,3910 MCCULLOUGH STE 102-1,SAN ANTONIO,TX,78212,2102253044,Package
SPERRYVILLE CORNER STORE,3710 SPERRYVILLE PIKE,SPERRYVILLE,VA,22740,5409878185,Package
FULL TIME BR,7201 3RD AVENUE,BROOKLYN,NY,11209,7187455609,Package
IVYS BISTRO,385 GREENWICH STREET,NEW YORK,NY,10013,2123431139,Package
THE HALF PINT,234 THOMPSON STREET,NEW YORK,NY,10012,2122601088,Package
METRO FRESH SUPERMARKET,42 W BROAD ST,MOUNT VERNON,NY,10552,9146694444,Package
GROWLER & GILL,148 E ROUTE 59,NANUET,NY,10954,9144284028,Package
FOOD EMPORIUM     #727,452 WEST 43RD STREET,NEW YORK,NY,10036,2127141414,Package
BUTCHER BLOCK,40-15 QUEENS BOULEVARD,LONG ISLAND CITY,NY,11104,7187841078,Package
VISTA MARKET,469 SMITH RIDGE ROAD,SOUTH SALEM,NY,10590,9145336627,Package
RYE BEVERAGE,987 BOSTON POST ROAD,RYE,NY,10580,9149670918,Package
COURT LIQUORS,1 WEST END COURT,LONG BRANCH,NJ,07740,7328709859,Package
5 CORNERS BUY RITE,707 JACKSON MILLS ROAD,JACKSON,NJ,08527,7326747951,Package
COBBLESTONE WINE & SPIRIT,855 WEST PARK AVENUE,OCEAN,NJ,07712,7324931010,Package
MONAGHANS LIQUORS,1617 ROUTE 37 EAST,TOMS RIVER,NJ,087535741,7322706060,Package
SPIRITS UNLIMITED,2201 SUNSET AVENUE,WANAMASSA,NJ,07712,7329884488,Package
WALKERS LIQUOR STORE,86 BRIDGE ST,LAMBERTVILLE,NJ,08530,6093970625,Package
CANAL'S MEDFORD,430 STOKES RD.,MEDFORD,NJ,08055,6096545565,Package
WINE WORLD OUTLET,10 HADDONFIELD-BERLIN RD,VOORHEES,NJ,08043,18564295273,Package
COST PLUS #51-ABQ,3301 MENAUL NE,OAKLAND,CA,94623,5058819300,Package
BIRD OF PARADISE,5409 GIBSON S.E.,ALBUQUERQUE,NM,87108,5052681424,Package
CAFB CLASS SIX PKG STORE,BLD 1111 OLYMPIC BVD,CANNON AFB,NM,88101,5757843421,Package
WEGMANS #66 WEBSTER (HOLT),900 HOLT ROAD,WEBSTER,NY,14580,5858720780,Package
CHALET PREMIER,10000 MARKET ST,NORTH LIMA,OH,44452,5495228,Package
COST PLUS 114 AKRON,4020 MEDINA ROAD,AKRON,OH,44313,3306701124,Package
FRIENDLY'S MINI MART,16708 DETROIT,LAKEWOOD,OH,44107,2162218885,Package
GIANT EAGLE 4032 HUDSON,1700 NORTON ROAD,STOW,OH,44224,3303429995,Package
HEINENS  14 CHAGRIN FALLS,8482 E. WASHINGTON STREET,CHAGRIN FALLS,OH,44022,4405435166,Package
LAKEMORE WINE & LIQUOR,1500 LAKEMORE PLAZA,AKRON,OH,44312,3307841727,Package
LOCKVIEW,207 S. MAIN ST,AKRON,OH,44308,3307622350,Package
WEST POINT MARKET,1711 W. MARKET ST.,AKRON,OH,44313,3308642151,Package
WHOLE FOODS MARKET,27249 CHAGRIN BLVD,BEACHWOOD,OH,44122,2164649403,Package
CAFFE APROPOS,443 W 3RD AVE,COLUMBUS,OH,432013363,16142945282,Package
BARLEY HOPSTERS,43-45 N SANDUSKY ST,DELAWARE,OH,430151925,17404174250,Package
NORTHWEST WINE & SPIRITS,821 BETHEL RD,COLUMBUS,OH,432141903,0,Package
MIAMI WINE AND LIQUOR,6565 BRANDT PIKE,HUBER HEIGHTS,OH,45424,9372352046,Package
OXFORD SPIRITS,21 LYNN AVE. #108,OXFORD,OH,45056,15135237575,Package
YANKEE DISCOUNT LIQUOR,6 QUEEN STREET,NEWTOWN,CT,064700000,2034264999,Package
NEJAIME'S FINE WINES & LIQUORS,164 DANBURY RD UNIT 5,NEW MILFORD,CT,067764332,8603543800,Package
TRADER JOE'S (DANBURY),114 MILL PLAIN RD,DANBURY,CT,068115277,2037390098,Package
DAN MCGUINNESS IRISH PUB,9200 CARUTHER'S PKWY SUITE#10,FRANKLIN,TN,370670000,6154358121,Package
M.L. ROSE #2,4408 CHARLOTTE AVE,NASHVILLE,TN,372090000,6157502920,Package
VILLAGE MARKET,2006 A BELCOURT AVENUE,NASHVILLE,TN,372120000,3832666,Package
EXPRESS FOODMART,1101 WOODLAND ST,NASHVILLE,TN,372060000,2620203,Package
TOTAL WINE & MORE #1403,9980 N NEWPORT HWY,SPOKANE,WA,99218,5094661644,Package
ANDREAS KELLER RESTAURANT,829 FRONT ST (LOWER LEVEL),LEAVENWORTH,WA,98826,5095486000,Package
PIGGLY WIGGLY FOX - SLINGER 91,1100 E COMMERCE BLVD,SLINGER,WI,53086 944,2626446389,Package
OTTO'S WINE & LIQUOR-BAYSIDE,8850 N PORT WASHINGTON RD,BAYSIDE,WI,53217,4145401190,Package
JACKSON'S BLUE RIBBON PUB,11302 W BLUEMOUND RD,WAUWATOSA,WI,53226,4146876266,Package
FEST LIQ #2740-GB WEST,2250 W MASON ST,GREEN BAY,WI,543034707,9204962966,Package
MAIN-CLUB LIQUOR,234-236 MAIN STREET,MENASHA,WI,54952,9207259247,Package
SAFEWAY #1687,3307 SE EVERGREEN,WASHOUGAL,WA,98671,3603352000,Package
OLD CHICAGO,3580 E SECOND,CASPER,WY,82609,3074731900,Package
WORLD MARKET,2400 W. INT'L SPDWY BLVD,DAYTONA BEACH,FL,32114,3862587817,Package
JOHNNY CARINO'S ITALIAN,14 PARK PLAZA,BOZEMAN,MT,59715,4065561332,Package
CAP N CORK #14 - NORTH BROOK VI,10020 LIMA RD,FORT WAYNE,IN,46818,2604909955,Package
BEVERAGE MART,211 LAKE ST.,ST. ALBANS,VT,05478,18025277437,Package
E&G BEVERAGE CELLAR,266 RICHARDSON HWY,DELTA JCT,AK,99737,9078954653,Package
SUPER 1 HAYDEN-MCINTIRE GRP,240 W HAYDEN AVE,HAYDEN LAKE,ID,83835,2087725722,Package
DAANEN'S DELI,8049 N WAYNE DRIVE,HAYDEN LAKE,ID,83835,2087727371,Package
THRIFTWAY #819-RUIDOSO,304 MECHEM,RUIDOSO,NM,88345,5752576544,Package
BRONCOS PARKWAY WINE & SPIRITS,15500 E BRONCOS PKY #A,ENGLEWOOD,CO,80112,3037081109,Package
RICHBURN LIQS,LONG REACH VILLAGE CTR,COLUMBIA,MD,21043,9974000,Package
EMPIRE LIQUORS,3381 N. ACADEMY BLVD.,COLO SPGS,CO,80918,7196384887,Package
V F W POST 549,8424 E OLD SPANISH TRAIL,TUCSON,AZ,85710,5207904626,Package
MOUNT VIEW LIQUORS,313 MOUNT VIEW LANE,COLO SPGS,CO,80907,7195317777,Package
TRIANGLE LIQUOR,9545 W.58TH AVE.,ARVADA,CO,80002,3039407347,Package
WEST SLOPE LIQ,1401 E MAIN ST,CORTEZ,CO,81321,9705657364,Package
FOURTEEN SEVENTY TWO,1472 S PEARL,DENVER,CO,80210,0,Package
CENTRAL PARK LIQUORS,7465 E ILIFF,DENVER,CO,80231,3037507774,Package
